date,content,fireworks_deepseek-chat_labels
6/1/21 19:29,My order was $54 and the driver gave me the wrong food. I tried to get help and was given $35 as a refund. The experience was horrible and thats money I can't get back and I can no longer contact the number that was supposed to help me.,Order Accuracy
4/29/20 19:46,"Too expensive! What's funny is it'll say ""Free delivery"", but then charge a fee, so they can pay their bills...WTH?!",Price / Cost Complaint
8/13/20 7:57,"Would give it zero stars if I could. The driver had our food for over an hour even though we were only 10 minutes away from restaurant. We would've gone and grabbed it ourselves had I not had a diabetic attack. Then when the driver showed up it wasn't even the same guy as the profile picture. This company is terrible. They have ripped us off once before, but we wanted to give them the benefit of doubt. Now we refuse to deal with them ever again.",Delivery Issue
7/17/20 17:05,Didmt wanna give this a star at all. Worst and i mean WORST delivery app and ppl ever. They always show up HOURS late with ypur food cold or you wait hours just for your order to be cancelled. I wouldnt recommend this to ANYONE. Complete garbage,Delivery Issue
6/1/20 5:35,This app gave me the option for found coupons I earned and then the next day they had an app update that completely wiped away all of my rewards. I'm not going to be using this app anymore after today!,App Bugs / Payment Issue
4/11/23 18:27,"Deceptive delivery times, I pre order my food to arrive by 12pm and boom, it doesn't arrive until 12:30 after my lunch time. Thanks but I value my time more than I value your service.",Delivery Issue
11/4/20 22:45,Blocks use for no reason; makes experince inconvenient,App Bugs / Payment Issue
10/26/21 17:42,"Frequently canceled orders, delayed deliveries, and poor customer service. I will stick with more reliable services like door dash.",Delivery Issue
5/6/20 5:55,"All respect to the hard working people who actually deliver the food but in the 6 times I've ordered from GrubHub I have never received the food. Between restaurants that are closed, inability to communicate with drivers and zero tracking why on Earth would you use them? If you're a business, stay aeay,. If you're a driver, prepared to be yelled at by jerks. If you're a customer, expect your order to be canceled 30 minutes after it should be delivered.",Delivery Issue
5/20/20 1:05,"Terrible service, If I could rate no stars I would. Driver was rude over the phone, delivered to the wrong address and missed half my order. Never again!",Delivery Issue
1/16/22 2:33,paid for the premium membership to get free delivery. only to get a 5 buck service fee.,Price / Cost Complaint
10/9/20 2:58,"Grub hub is the worst. I ordered food for me and my kids. When the order came, there was only one order for my kids. When I called the customer service all they could do was refund my money. It was either the restaurant screwup or Grub hub. Either way it is totally messed up that I did not get all my food that I ordered. How can this be convenient if they dont bring all the food. W.T.F.!!!!",Order Accuracy
1/5/21 3:35,Tried to order order was refused reordered same order is $2 more a couple minutes later.,Price / Cost Complaint
6/28/22 19:49,I had delivery driver pick up my food and take it from the restaurant..it say it was delivered but wasn't nothing outside my house,Delivery Issue
1/26/23 6:02,HELP! Problem with the locator on the app for our neighborhood. Me & my neighbor have had deliveries made to our condos we did not order. I noticed I could not trust the address this app insisted was my location. I have to override what the app thinks and put in my real address. I suspect my neighbors placing orders are experiencing the same issue but they are not catching it. We make an effort to deliver the misdelivered food or return it to drivers but it's getting frustrating. Please fix!,App Bugs / Payment Issue
9/3/20 23:54,Grubhub doubled delivery fees. Please boycott them.,Price / Cost Complaint
12/26/20 2:33,"Horrible experience. I ordered only once. Waited an hour for the food, then got an email and text that they had to cancel the order. No explanation whatsoever.",Delivery Issue
10/5/20 18:19,"I'm so OVER GrubHub! It really has nothing to do with the app, just GrubHub! I'm waiting for almost $100 in refunds, due to wrong food bringing brought or my favorite, NO FOOD AT ALL! Goodbye, GrubHub!",Order Accuracy
10/31/23 0:11,Hidden price bumps are the worst.,Price / Cost Complaint
6/10/21 21:25,"I got my orders cancel 2 times, delivery fees are to high, my orders don't get delivered and the app said that it was delivered to me, but I have nothing in my hands. Bought a meal for $15.35 and then when I go to checkout it said $25.88.",Delivery Issue
12/7/21 18:04,"This app used to be great. Now orders aren't processing correctly or are canceled because of out of business, but the app allows you to make orders with them.",App Bugs / Payment Issue
2/3/22 16:05,Don't bother ordering from these losers. Most of the time you won't get your food you ordered. I ordered 3 times from these communist losers and no one even excepted it to go pick it up.,Delivery Issue
4/17/21 21:58,"I'm convinced that every positive review on here was paid for. I've only once successfully gotten food with this company after trying somewhere between 20-30 times over the years. A closed restaurant is still available to order from over a week later. Order today took an hour to have a driver assigned, was delayed, still wasn't picked up by the new time, so I canceled. Door Dash is already on its way. Please, please just use Door Dash or literally any other food delivery service.",Delivery Issue
12/21/20 4:02,They straight up don't honor their own promo codes. Unbelievable.,App Bugs / Payment Issue
12/13/21 18:47,"Went from 5 star to 1 when noticed they started charging my card for membership for two months Nov, Dec. I haven't even used the app since Sept! And I only get the membership when I know I'm going to be using it!",App Bugs / Payment Issue
4/30/20 21:50,I will not be using this app ever again and I will advice others to avoid this app as well. Unsatisfactory and cancels food when you and don't give the reason why,Delivery Issue
11/12/20 16:31,"The worst of the worst, the slum of the food delivery service. They have the most incompetent delivery drivers who never follow instructions and always leave the food anywhere they feel like it without notification and the customer service suck",Delivery Issue
