date,content,score,userName,app,platform,Label 1 (Kenneth),Label 2 (Ben),Label 3 (Sahil)
5/14/20 2:48,"Excellent at losing orders! I have used Grubhub a handful of times, they've only successfully delivered me a correct order once. Today, they have delivered my order to a mystery location that even the driver couldn't explain. Thank you, Grubhub, for the 100% refund of the lost order, but after waiting on hold for 20+ minutes & an agent ended chat to resolve YOUR MISTAKE, you have successfully lost a customer. Use another service or go pick it up yourself!",1,Samantha Tallman,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/29/23 15:45,"""Help"" option is completely unusable 100% of the time. Always missing information that messes up the order. I had an order pre-ordered for nearly 7 hours before it canceled, now I have no time to order again. Why was pre-ordering at that time even an option if it turns out it was unavailable? Wanted to keep using perks I had, but probably switching to another service from now on, especially if I'm not able to ever contact them. Always ""comnection error"".",1,luciano casillo,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
7/8/20 23:54,Awful delivery add 1 hour to what it says. Terrible delivery service. No stars.,1,Brandon Scott,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
11/3/21 15:11,"My food is always late or cold unless delivered by the restaurant, customer service is never helpful when my order is late or I want to cancel",1,Sean Beach,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/18/20 23:55,"Lots of negative experiences. Delivery times doubling, app glitching, orders getting cancelled after taking an hour over the estimated time. Most recently, I placed an order for later that week, double checked date was right, then paid. The order then showed as ASAP. Tried to contact them to let them know but they said they couldn't fix it. So I got charged for their app's glitch because ""the restaraunt is already making it"". A friend had similar experience. Poor app, operations, and service.",1,Sam Brown,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/26/20 0:49,"Not happy. Ordered Christmas dinner for my boyfriend across the country. Set delivery for 6:30pm. It arrived at 3:30pm his time, 6:30pm my time. One can only assume it would be delivered at that time in the restaurants/recipients time zone since there is no specification on time zones. He wasn't home yet so hot dinner is sitting on the cold front porch. Customer service just sent his deepest apologies and didn't offer any help. Maybe a refund on delivery or free delivery next time?",1,Ally Norton,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
3/11/21 0:31,Orders Wrong Two Nights in a Row,1,Kevin Ross,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
8/18/21 4:26,I am very unhappy with this app and service I have not received my food for the second time it be no biggie if it was 5 dollars but I paid 41 dollars for my food and I still haven't received my money from the first order they lost,1,Ruby Covington,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
11/4/20 14:57,"They just take your money, i ordered for a delivery and it got switched to pick up i asked customer service for my refund since i was unable to pick and it was not givin to me instead they would try to force me to take a discount from them which i did not want nor did the restaurant want to give me my refund back so never again will i use grubhub, if you want better service go to uber eats from now on.",1,Nicholas Santos,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
10/5/21 0:18,"Typical. The old app worked fine, so GrubHub had to change it so its managers feel important. Since the change, the app sucks up all memory until it locks up. Desktop still works, but right now, this app literally doesn't.",1,WJ MacGuffin,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
5/18/21 20:54,"Don't use this app. It constantly gets your orders wrong & when you ask for a refund, GrubHub only reimburses you for the food and not the driver tip, service fees, or delivery fees they charged you.",1,J. Reyes,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
11/15/20 5:20,Aperently the drivers can not follow listed instructions... Why even give an option if they dont read it????,1,James Kilgore,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
4/24/21 2:38,"was not taking my debit card for payment had to use credit card, ridiculous",1,Letha Thomas,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
8/25/22 14:15,"When editing an existing order, the app creates a new order, thus being charged for both versions of the order. I got NO REFUND! Grubhub needs to fix the edit order feature.",1,Dulce Ward,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
5/15/20 1:57,"I have used this app a few times hoping it would redeem itself but the people who work for grubhub suck. My food is always late, cold, and wrong. The drivers also never follow my ""LEAVE IT AT MY DOOR"" request. I will not use this app anymore.",1,Nicole Kazunas,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
6/7/21 15:25,"Only happens with grubhub, not door dash or Uber eats. Restaurant is across the street but I can't leave my home at times. Original eta is usually 20-30 min long but always gets extended by 40-60 min after original time expires. It's across the street....",1,George Bonilla,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/24/21 1:42,The f%!$@king worst. Order is never right. You pay a premium for delivery to be disappointed. Not sure what their buisness model is. But it's not to fulfill their end of the transaction.,1,Robert Kappelman,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
9/19/21 18:06,Ask your Android Devs to make more than one Notification Channel and NOT put promotional spam notifications in the same one as delivery notifications.,1,Marvin Bernal,Grubhub,Google Play,Others,Others,Others
4/24/23 8:54,It's like ordering food but there's only a 50% chance it'll actually show up.,1,David Friend,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
4/3/21 0:14,"The last time I ordered, the delivery lady had her dog in the backseat with my food. After she brought my food to me, she let her dog out of her car to use the bathroom in my yard. Then, she threw her trash out of the door as she was getting back in. Ok, I let it go. I got her as my driver again, and I contacted Grubhub to cancel my order because she was disrespectful to my home. Long story short. They couldn't cancel the order. She still picked up my food. NOT OKAY! CANCELLED MEMBERSHIP!",1,Kayce Okes,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
6/1/21 19:29,My order was $54 and the driver gave me the wrong food. I tried to get help and was given $35 as a refund. The experience was horrible and thats money I can't get back and I can no longer contact the number that was supposed to help me.,1,Sam Rogers,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
4/29/20 19:46,"Too expensive! What's funny is it'll say ""Free delivery"", but then charge a fee, so they can pay their bills...WTH?!",1,janet browning,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
8/13/20 7:57,"Would give it zero stars if I could. The driver had our food for over an hour even though we were only 10 minutes away from restaurant. We would've gone and grabbed it ourselves had I not had a diabetic attack. Then when the driver showed up it wasn't even the same guy as the profile picture. This company is terrible. They have ripped us off once before, but we wanted to give them the benefit of doubt. Now we refuse to deal with them ever again.",1,Dianna Wheat,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
7/17/20 17:05,Didmt wanna give this a star at all. Worst and i mean WORST delivery app and ppl ever. They always show up HOURS late with ypur food cold or you wait hours just for your order to be cancelled. I wouldnt recommend this to ANYONE. Complete garbage,1,Nick Uchiha,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
6/1/20 5:35,This app gave me the option for found coupons I earned and then the next day they had an app update that completely wiped away all of my rewards. I'm not going to be using this app anymore after today!,1,Diana Brown,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
4/11/23 18:27,"Deceptive delivery times, I pre order my food to arrive by 12pm and boom, it doesn't arrive until 12:30 after my lunch time. Thanks but I value my time more than I value your service.",1,Tesern,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
11/4/20 22:45,Blocks use for no reason; makes experince inconvenient,1,A. Johnson,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
10/26/21 17:42,"Frequently canceled orders, delayed deliveries, and poor customer service. I will stick with more reliable services like door dash.",1,Aaron,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/6/20 5:55,"All respect to the hard working people who actually deliver the food but in the 6 times I've ordered from GrubHub I have never received the food. Between restaurants that are closed, inability to communicate with drivers and zero tracking why on Earth would you use them? If you're a business, stay aeay,. If you're a driver, prepared to be yelled at by jerks. If you're a customer, expect your order to be canceled 30 minutes after it should be delivered.",1,Ian Stall (XfitNerd),Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/20/20 1:05,"Terrible service, If I could rate no stars I would. Driver was rude over the phone, delivered to the wrong address and missed half my order. Never again!",1,Son Zhan'ji,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
1/16/22 2:33,paid for the premium membership to get free delivery. only to get a 5 buck service fee.,1,Benjamin Horowitz,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
